Grid	Japanese(Kanji)	Japanese(Kana)	Romanized Japanese	Latitude	Longitude	Classification
5540	那須塩原市	なすしおばらし	Nasushiobara Shi	36°58'	140°03'	Municipality
5740	名取川	なとりがわ	Natori Gawa	38°10'	140°58'	River
5740	名取市	なとりし	Natori Shi	38°10'	140°54'	Municipality
6140	夏泊崎	なつどまりざき	Natsudomari Zaki	41°01'	140°53'	Cape
5540	夏井川	なついがわ	Natsui Gawa	37°03'	140°58'	River
6747	ナヨカ湾	ナヨカわん	Nayoka Wan	45°15'	147°53'	Sea Area
6642	名寄川	なよろがわ	Nayoro Gawa	44°23'	142°28'	River
6642	名寄市	なよろし	Nayoro Shi	44°21'	142°28'	Municipality
	名瀬海盆	なぜかいぼん	Naze Kaibon	28°24'	131°31'	Undersea feature
	名瀬海山	なぜかいざん	Naze Kaizan	28°06'	131°42'	Undersea feature
5237	根羽村	ねばむら	Neba Mura	35°15'	137°35'	Municipality
4931	根子岳	ねこだけ	Neko Dake	32°53'	131°09'	Mountain
5334	猫崎	ねこざき	Neko Zaki	35°40'	134°46'	Cape
	ネルソン海山	ネルソンかいざん	Nelson Kaizan	27°50'	145°42'	Undersea feature
6545	根室半島	ねむろはんとう	Nemuro Hanto	43°20'	145°38'	Extensive natural feature
6545	根室海峡	ねむろかいきょう	Nemuro Kaikyo	43°56'	145°22'	Sea Area
6545	根室市	ねむろし	Nemuro Shi	43°20'	145°35'	Municipality
6545	根室湾	ねむろわん	Nemuro Wan	43°22'	145°31'	Sea Area
5339	練馬区	ねりまく	Nerima Ku	35°44'	139°39'	Municipality
5235	寝屋川市	ねやがわし	Neyagawa Shi	34°46'	135°38'	Municipality
5739	鼠ヶ関	ねずがせき	Nezugaseki	38°33'	139°33'	Populated area
5233	日南町	にちなんちょう	Nichinan Cho	35°10'	133°18'	Municipality
4731	日南市	にちなんし	Nichinan Shi	31°36'	131°23'	Municipality
4440	日曜海山	にちようかいざん	Nichiyo Kaizan	29°29'	140°20'	Undersea feature
	日本平頂海山群	にほんへいちょうかいざんぐん	Nihon Heichokaizangun	33°44'	143°41'	Undersea feature
	日本海	にほんかい	Nihon Kai	37°06'	134°27'	Sea Area
	日本海盆	にほんかいぼん	Nihon Kaibon	41°18'	137°38'	Undersea feature
	日本海溝	にほんかいこう	Nihon Kaiko	37°28'	143°44'	Undersea feature
5639	日本平山	にほんだいらやま	Nihondaira Yama	37°37'	139°21'	Mountain
5640	二本松市	にほんまつし	Nihonmatsu Shi	37°35'	140°26'	Municipality
5738	新穂	にいぼ	Niibo	38°01'	138°25'	Populated area
5641	新田川	にいだがわ	Niida Gawa	37°38'	141°01'	River
5639	新潟県	にいがたけん	Niigata Ken	37°54'	139°01'	Municipality
5639	新潟市	にいがたし	Niigata Shi	37°55'	139°02'	Municipality
5033	新居浜市	にいはまし	Niihama Shi	33°58'	133°17'	Municipality
5139	新島	にいじま	Niijima	34°23'	139°16'	Island
5139	新島村	にいじまむら	Niijima Mura	34°23'	139°15'	Municipality
6342	新冠町	にいかっぷちょう	Niikappu Cho	42°22'	142°19'	Municipality
6342	新冠川	にいかっぷがわ	Niikappu Gawa	42°22'	142°18'	River
5233	新見市	にいみし	Niimi Shi	34°59'	133°28'	Municipality
5339	新座市	にいざし	Niiza Shi	35°48'	139°34'	Municipality
5839	にかほ市	にかほし	Nikaho Shi	39°12'	139°54'	Municipality
6440	仁木町	にきちょう	Niki Cho	43°09'	140°46'	Municipality
5236	日光川	にっこうがわ	Nikko Gawa	35°05'	136°49'	River
5839	日向川	にっこうがわ	Nikko Gawa	38°59'	139°51'	River
	日光海盆	にっこうかいぼん	Nikko Kaibon	22°41'	142°13'	Undersea feature
	日光海山	にっこうかいざん	Nikko Kaizan	23°01'	142°21'	Undersea feature
5539	日光市	にっこうし	Nikko Shi	36°43'	139°42'	Municipality
5233	人形峠	にんぎょうとうげ	Ningyo Toge	35°19'	133°56'	Pass
6041	二戸市	にのへし	Ninohe Shi	40°16'	141°18'	Municipality
4142	二ノ岩	にのいわ	Ninoiwa	27°44'	142°07'	Island
5639	二王子岳	にのうじだけ	Ninoji Dake	37°54'	139°30'	Mountain
5239	二宮町	にのみやまち	Ninomiya Machi	35°18'	139°15'	Municipality
6543	ニペソツ山	ニペソツやま	Nipesotsu Yama	43°27'	143°02'	Mountain
5338	韮崎市	にらさきし	Nirasaki Shi	35°43'	138°27'	Municipality
6542	ニセイカウシュッペ山	ニセイカウシュッペやま	Niseikaushuppe Yama	43°47'	142°59'	Mountain
6440	ニセコ町	ニセコちょう	Niseko Cho	42°48'	140°41'	Municipality
6440	ニセコアンヌプリ	ニセコアンヌプリ	Nisekoan Nupuri	42°53'	140°40'	Mountain
	西水道	にしすいどう	Nishi Suido	34°22'	128°44'	Sea Area
4939	西山	にしやま	Nishi Yama	33°08'	139°46'	Mountain
5639	西会津町	にしあいづまち	Nishiaizu Machi	37°35'	139°39'	Municipality
5234	西粟倉村	にしあわくらそん	Nishiawakura Son	35°10'	134°20'	Municipality
5640	西吾妻山	にしあづまやま	Nishiazuma Yama	37°44'	140°08'	Mountain
6545	西別川	にしべつがわ	Nishibetsu Gawa	43°23'	145°17'	River
	西土星海山	にしどせいかいざん	Nishi-Dosei Kaizan	20°51'	136°06'	Undersea feature
3641	西福徳海山	にしふくとくかいざん	Nishi-Fukutoku Kaizan	24°00'	141°13'	Undersea feature
5540	西郷村	にしごうむら	Nishigo Mura	37°09'	140°09'	Municipality
3927	西原町	にしはらちょう	Nishihara Cho	26°13'	127°46'	Municipality
4930	西原村	にしはらむら	Nishihara Mura	32°50'	130°54'	Municipality
6747	西単冠山	にしひとかっぷやま	Nishihitokappu Yama	44°50'	147°21'	Mountain
5238	西伊豆町	にしいずちょう	Nishiizu Cho	34°46'	138°47'	Municipality
5134	西島	にしじま	Nishijima	34°39'	134°29'	Island
	西承応海山	にしじょうおうかいざん	Nishi-Joo Kaizan	32°02'	138°26'	Undersea feature
	西海王星海山	にしかいおうせいかいざん	Nishi-Kaiosei Kaizan	19°16'	135°26'	Undersea feature
	西海徳海山	にしかいとくかいざん	Nishi-Kaitoku Kaizan	25°56'	139°48'	Undersea feature
5338	西桂町	にしかつらちょう	Nishikatsura Cho	35°31'	138°51'	Municipality
5740	西川町	にしかわまち	Nishikawa Machi	38°26'	140°09'	Municipality
5132	錦川	にしきがわ	Nishiki Gawa	34°10'	132°12'	River
4830	錦町	にしきまち	Nishiki Machi	32°12'	130°50'	Municipality
	西恒星海山	にしこうせいかいざん	Nishi-Kosei Kaizan	24°59'	135°30'	Undersea feature
6543	西クマネシリ岳	にしクマネシリだけ	Nishi-kumaneshiri Dake	43°31'	143°14'	Mountain
4831	西米良村	にしめらそん	Nishimera Son	32°14'	131°09'	Municipality
6040	西目屋村	にしめやむら	Nishimeya Mura	40°35'	140°18'	Municipality
5438	西御荷鉾山	にしみかぼやま	Nishimikabo Yama	36°09'	138°55'	Mountain
5235	西宮市	にしのみやし	Nishinomiya Shi	34°44'	135°21'	Municipality
	西之表海山	にしのおもてかいざん	Nishinoomote Kaizan	28°29'	132°46'	Undersea feature
4631	西之表市	にしのおもてし	Nishinoomote Shi	30°44'	131°00'	Municipality
5433	西ノ島	にしのしま	Nishinoshima	36°06'	133°02'	Island
4040	西之島	にしのしま	Nishinoshima	27°15'	140°53'	Island
5433	西ノ島町	にしのしまちょう	Nishinoshima Cho	36°06'	133°00'	Municipality
5237	西尾市	にしおし	Nishio Shi	34°52'	137°04'	Municipality
6642	西興部村	にしおこっぺむら	Nishiokoppe Mura	44°20'	142°57'	Municipality
	西七島海嶺	にししちとうかいれい	Nishi-Shichito Kairei	27°54'	139°11'	Undersea feature
	西正保海山	にししょうほうかいざん	Nishi-Shoho Kaizan	32°23'	138°22'	Undersea feature
4929	西彼杵半島	にしそのきはんとう	Nishisonoki Hanto	32°56'	129°43'	Extensive natural feature
	西天王星海山	にしてんのうせいかいざん	Nishi-Tennosei Kaizan	19°43'	135°48'	Undersea feature
	西天保海山	にしてんぽうかいざん	Nishi-Tenpo Kaizan	27°15'	139°38'	Undersea feature
5339	西東京市	にしとうきょうし	Nishitokyo Shi	35°44'	139°32'	Municipality
5840	西和賀町	にしわがまち	Nishiwaga Machi	39°19'	140°47'	Municipality
5234	西脇市	にしわきし	Nishiwaki Shi	35°00'	134°58'	Municipality
	西大和海山	にしやまとかいざん	Nishi-Yamato Kaizan	38°42'	135°22'	Undersea feature
	西遊星海山	にしゆうせいかいざん	Nishi-Yusei Kaizan	23°46'	136°04'	Undersea feature
5237	日進市	にっしんし	Nisshin Shi	35°08'	137°02'	Municipality
6442	日勝峠	にっしょうとうげ	Nissho Toge	42°58'	142°45'	Pass
5033	仁淀川	によどがわ	Niyodo Gawa	33°28'	133°29'	River
5033	仁淀川町	によどがわちょう	Niyodogawa Cho	33°35'	133°10'	Municipality
4530	野崎	のざき	No Zaki	30°29'	130°09'	Cape
3624	野原崎	のばるさき	Nobaru Saki	24°27'	124°15'	Cape
4831	延岡市	のべおかし	Nobeoka Shi	32°35'	131°40'	Municipality
5236	濃尾平野	のうびへいや	Nobi Heiya	35°16'	136°44'	Extensive natural feature
6341	登別市	のぼりべつし	Noboribetsu Shi	42°25'	141°06'	Municipality
6041	野田村	のだむら	Noda Mura	40°07'	141°49'	Municipality
5339	野田市	のだし	Noda Shi	35°57'	139°52'	Municipality
5030	直方市	のおがたし	Nogata Shi	33°45'	130°44'	Municipality
5439	野木町	のぎまち	Nogi Machi	36°14'	139°44'	Municipality
5336	能郷白山（権現山）	のうごうはくさん（ごんげんざん）	Nogo-hakusan (Gongen Zan)	35°46'	136°31'	Mountain
5437	野口五郎岳	のぐちごろうだけ	Noguchigoro Dake	36°26'	137°38'	Mountain
6141	野辺地町	のへじまち	Noheji Machi	40°52'	141°08'	Municipality
6141	野辺地湾	のへじわん	Noheji Wan	40°54'	141°07'	Sea Area
5239	野島崎	のじまざき	Nojima Zaki	34°54'	139°53'	Cape
4830	仰烏帽子山	のけえぼしやま	Nokeeboshi Yama	32°22'	130°47'	Mountain
5638	鋸山	のこぎりやま	Nokogiri Yama	37°24'	138°56'	Mountain
5239	鋸山	のこぎりやま	Nokogiri Yama	35°10'	139°50'	Mountain
4730	野間岳	のまだけ	Noma Dake	31°24'	130°09'	Mountain
4730	野間岬	のまみさき	Noma Misaki	31°25'	130°07'	Cape
5436	能美市	のみし	Nomi Shi	36°27'	136°33'	Municipality
4829	野母崎	のもざき	Nomo Zaki	32°34'	129°44'	Cape
5437	野麦峠	のむぎとうげ	Nomugi Toge	36°03'	137°36'	Pass
5032	野村	のむら	Nomura	33°23'	132°39'	Populated area
5034	野根山	のねやま	None Yama	33°29'	134°10'	Mountain
5436	野々市市	ののいちし	Nonoichi Shi	36°31'	136°37'	Municipality
5437	乗鞍岳	のりくらだけ	Norikura Dake	36°06'	137°33'	Mountain
5132	野呂山	のろさん	Noro San	34°16'	132°41'	Mountain
6545	納沙布岬	のさっぷみさき	Nosappu Misaki	43°23'	145°49'	Cape
5235	能勢町	のせちょう	Nose Cho	34°58'	135°25'	Municipality
5135	野迫川村	のせがわむら	Nosegawa Mura	34°10'	135°38'	Municipality
6841	野寒布岬	のしゃっぷみさき	Noshappu Misaki	45°27'	141°39'	Cape
6040	能代市	のしろし	Noshiro Shi	40°13'	140°02'	Municipality
5537	能登町	のとちょう	Noto Cho	37°18'	137°09'	Municipality
5536	能登半島	のとはんとう	Noto Hanto	37°14'	136°51'	Extensive natural feature
5338	農鳥岳	のうとりだけ	Notori Dake	35°37'	138°14'	Mountain
6644	能取湖	のとろこ	Notoro Ko	44°03'	144°09'	Lake
6644	能取岬	のとろみさき	Notoro Misaki	44°07'	144°15'	Cape
6747	野斗路岬	のとろみさき	Notoro Misaki	45°07'	147°30'	Cape
6545	野付崎	のつけさき	Notsuke Saki	43°34'	145°19'	Cape
6545	野付水道	のつけすいどう	Notsuke Suido	43°39'	145°22'	Sea Area
4929	野崎島	のざきじま	Nozaki Jima	33°11'	129°08'	Island
5538	野沢温泉村	のざわおんせんむら	Nozawaonsen Mura	36°55'	138°26'	Municipality
5134	沼島	ぬしま	Nu Shima	34°10'	134°49'	Island
6442	糠平山	ぬかびらやま	Nukabira Yama	42°47'	142°30'	Mountain
6342	貫気別山	ぬっきべつやま	Nukkibetsu Yama	42°39'	142°29'	Mountain
6741	沼川	ぬまかわ	Numakawa	45°15'	141°51'	Populated area
6541	沼田町	ぬまたちょう	Numata Cho	43°48'	141°56'	Municipality
5439	沼田市	ぬまたし	Numata Shi	36°39'	139°03'	Municipality
5238	沼津市	ぬまづし	Numazu Shi	35°06'	138°52'	Municipality
6442	布部岳	ぬのべだけ	Nunobe Dake	43°18'	142°17'	Mountain
5133	沼田川	ぬたがわ	Nuta Gawa	34°23'	133°05'	River
5032	怒和島	ぬわじま	Nuwa Jima	33°59'	132°33'	Island
5539	女峰山	にょほうさん	Nyoho San	36°49'	139°32'	Mountain
	入梅海山	にゅうばいかいざん	Nyubai Kaizan	22°24'	142°44'	Undersea feature
6039	入道崎	にゅうどうざき	Nyudo Zaki	40°00'	139°42'	Cape
5338	入笠山	にゅうかさやま	Nyukasa Yama	35°54'	138°10'	Mountain
5537	入善町	にゅうぜんまち	Nyuzen Machi	36°56'	137°30'	Municipality
5841	尾崎	おさき	O Saki	39°15'	141°58'	Cape
4828	男島	おしま	O Shima	32°03'	128°24'	Island
5436	雄島	おしま	O Shima	36°15'	136°07'	Island
4429	御岳	おたけ	O Take	29°39'	129°43'	Mountain
4729	尾岳	おたけ	O Take	31°43'	129°44'	Mountain
5039	御山	おやま	O Yama	33°52'	139°36'	Mountain
5139	雄山	おやま	O Yama	34°05'	139°32'	Mountain
6544	雄阿寒岳	おあかんだけ	Oakan Dake	43°27'	144°10'	Mountain
5340	大網白里市	おおあみしらさとし	Oami-shirasato Shi	35°31'	140°19'	Municipality
5440	大洗町	おおあらいまち	Oarai Machi	36°19'	140°34'	Municipality
5135	伯母子岳	おばこだけ	Obako Dake	34°05'	135°39'	Mountain
5335	小浜市	おばまし	Obama Shi	35°30'	135°45'	Municipality
6339	尾花岬	おばなみさき	Obana Misaki	42°18'	139°46'	Cape
5740	尾花沢市	おばなざわし	Obanazawa Shi	38°36'	140°24'	Municipality
6442	帯広岳	おびひろだけ	Obihiro Dake	42°45'	142°54'	Mountain
6443	帯広市	おびひろし	Obihiro Shi	42°55'	143°12'	Municipality
6641	小平町	おびらちょう	Obira Cho	44°01'	141°40'	Municipality
6641	小平蘂川	おびらしべがわ	Obirashibe Gawa	44°02'	141°40'	River
5339	小櫃川	おびつがわ	Obitsu Gawa	35°25'	139°54'	River
5236	大府市	おおぶし	Obu Shi	35°01'	136°58'	Municipality
5538	小布施町	おぶせまち	Obuse Machi	36°42'	138°19'	Municipality
5033	越知町	おちちょう	Ochi Cho	33°32'	133°15'	Municipality
5638	大地山	おおちやま	Ochi Yama	37°58'	138°29'	Mountain
6445	落石岬	おちいしみさき	Ochiishi Misaki	43°10'	145°30'	Cape
5232	大田市	おおだし	Oda Shi	35°12'	132°30'	Municipality
5136	大台町	おおだいちょう	Odai Cho	34°24'	136°24'	Municipality
5136	大台ヶ原山	おおだいがはらざん	Odaigahara Zan	34°11'	136°05'	Mountain
5337	大平峠	おおだいらとうげ	Odaira Toge	35°34'	137°42'	Pass
5339	大岳山	おおだけさん	Odake San	35°46'	139°08'	Mountain
6747	小田萌山	おだもえやま	Odamoe Yama	45°02'	147°55'	Mountain
6040	大館市	おおだてし	Odate Shi	40°16'	140°34'	Municipality
5239	小田原市	おだわらし	Odawara Shi	35°16'	139°09'	Municipality
6140	大戸瀬崎	おおどせさき	Odose Saki	40°46'	140°03'	Cape
5740	大江町	おおえまち	Oe Machi	38°23'	140°12'	Municipality
5335	大江山	おおえやま	Oe Yama	35°27'	135°06'	Mountain
5232	大江高山	おおえたかやま	Oetaka Yama	35°04'	132°26'	Mountain
5841	大船渡市	おおふなとし	Ofunato Shi	39°05'	141°43'	Municipality
6541	雄冬岬	おふゆみさき	Ofuyu Misaki	43°43'	141°20'	Cape
5939	男鹿半島	おがはんとう	Oga Hanto	39°55'	139°48'	Extensive natural feature
5939	男鹿市	おがし	Oga Shi	39°53'	139°51'	Municipality
5539	男鹿岳	おがたけ	Oga Take	37°05'	139°49'	Mountain
	鴎外海山	おうがいかいざん	Ogai Kaizan	23°01'	127°07'	Undersea feature
5336	大垣市	おおがきし	Ogaki Shi	35°22'	136°37'	Municipality
5439	小鹿野町	おがのまち	Ogano Machi	36°01'	139°01'	Municipality
	小笠原群島	おがさわらぐんとう	Ogasawara Gunto	27°09'	141°47'	Extensive natural feature
	小笠原海膨	おがさわらかいぼう	Ogasawara Kaibo	25°11'	144°27'	Undersea feature
	小笠原海台	おがさわらかいだい	Ogasawara Kaidai	25°55'	143°59'	Undersea feature
4042	小笠原海嶺	おがさわらかいれい	Ogasawara Kairei	27°17'	142°12'	Undersea feature
4042	小笠原村	おがさわらむら	Ogasawara Mura	27°06'	142°12'	Municipality
3841	小笠原諸島	おがさわらしょとう	Ogasawara Shoto	25°21'	141°58'	Extensive natural feature
	小笠原舟状海盆	おがさわらしゅうじょうかいぼん	Ogasawara Shujokaibon	27°08'	141°31'	Undersea feature
6039	大潟村	おおがたむら	Ogata Mura	40°01'	139°58'	Municipality
5438	王ヶ頭	おうがとう	Ogato	36°14'	138°06'	Mountain
5439	小川町	おがわまち	Ogawa Machi	36°03'	139°16'	Municipality
5437	小川村	おがわむら	Ogawa Mura	36°37'	137°58'	Municipality
6141	小川原湖	おがわらこ	Ogawara Ko	40°46'	141°20'	Lake
5740	大河原町	おおがわらまち	Ogawara Machi	38°03'	140°44'	Municipality
5134	大毛島	おおげじま	Oge Jima	34°13'	134°38'	Island
5638	小木	おぎ	Ogi	37°49'	138°17'	Populated area
5134	男木島	おぎじま	Ogi Jima	34°25'	134°04'	Island
4930	小城市	おぎし	Ogi Shi	33°16'	130°13'	Municipality
5339	扇山	おうぎやま	Ogi Yama	35°38'	139°01'	Mountain
4028	大宜味村	おおぎみそん	Ogimi Son	26°42'	128°07'	Municipality
5334	扇ノ山	おうぎのせん	Oginosen	35°26'	134°26'	Mountain
5030	小郡市	おごおりし	Ogori Shi	33°24'	130°33'	Municipality
5339	越生町	おごせまち	Ogose Machi	35°58'	139°18'	Municipality
5739	大越	おおごし	Ogoshi	38°31'	139°57'	Pass
5436	尾小屋	おごや	Ogoya	36°18'	136°32'	Populated area
5336	大口町	おおぐちちょう	Oguchi Cho	35°20'	136°54'	Municipality
5739	小国町	おぐにまち	Oguni Machi	38°04'	139°45'	Municipality
4931	小国町	おぐにまち	Oguni Machi	33°07'	131°04'	Municipality
	小倉海山	おぐらかいざん	Ogura Kaizan	35°37'	143°43'	Undersea feature
5438	御座山	おぐらさん	Ogura San	36°02'	138°36'	Mountain
4930	小栗峠	おぐりとうげ	Oguri Toge	33°07'	130°39'	Pass
6040	御鼻部山	おはなべやま	Ohanabe Yama	40°31'	140°53'	Mountain
3623	大原	おおはら	Ohara	24°16'	123°53'	Populated area
5236	大治町	おおはるちょう	Oharu Cho	35°11'	136°49'	Municipality
4929	大蟇島	おおひきじま	Ohiki Jima	32°52'	129°33'	Island
5740	大衡村	おおひらむら	Ohira Mura	38°28'	140°53'	Municipality
5133	大平山	おおひらやま	Ohira Yama	34°20'	133°57'	Mountain
	オオヒトデ平頂海山	オオヒトデへいちょうかいざん	O-Hitode Heichokaizan	22°34'	154°26'	Undersea feature
	オホーツク海	オホーツクかい	Ohotsuku Kai	45°19'	144°01'	Sea Area
5335	おおい町	おおいちょう	Oi Cho	35°29'	135°37'	Municipality
5238	大井川	おおいがわ	Oi Gawa	34°46'	138°18'	River
5339	大井町	おおいまち	Oi Machi	35°20'	139°09'	Municipality
6041	おいらせ町	おいらせちょう	Oirase Cho	40°36'	141°24'	Municipality
6041	奥入瀬川	おいらせがわ	Oirase Gawa	40°36'	141°28'	River
5740	大石田町	おおいしだまち	Oishida Machi	38°36'	140°22'	Municipality
5239	大磯町	おおいそまち	Oiso Machi	35°18'	139°19'	Municipality
4931	大分川	おおいたがわ	Oita Gawa	33°16'	131°37'	River
4931	大分県	おおいたけん	Oita Ken	33°14'	131°37'	Municipality
4931	大分市	おおいたし	Oita Shi	33°14'	131°37'	Municipality
5439	大泉町	おおいずみまち	Oizumi Machi	36°15'	139°24'	Municipality
5436	笈ヶ岳	おいずるがだけ	Oizurugadake	36°18'	136°48'	Mountain
5135	王寺町	おうじちょう	Oji Cho	34°36'	135°42'	Municipality
4929	小値賀町	おぢかちょう	Ojika Cho	33°11'	129°04'	Municipality
4929	小値賀島	おぢかしま	Ojika Shima	33°12'	129°03'	Island
	尾白鷲断裂帯	おじろわしだんれつたい	Ojirowashi Danretsutai	17°17'	139°13'	Undersea feature
5538	小千谷市	おぢやし	Ojiya Shi	37°19'	138°48'	Municipality
5030	岡垣町	おかがきまち	Okagaki Machi	33°51'	130°37'	Municipality
5033	大川村	おおかわむら	Okawa Mura	33°47'	133°28'	Municipality
4930	大川市	おおかわし	Okawa Shi	33°12'	130°23'	Municipality
5438	岡谷市	おかやし	Okaya Shi	36°04'	138°03'	Municipality
5233	岡山県	おかやまけん	Okayama Ken	34°40'	133°56'	Municipality
5133	岡山市	おかやまし	Okayama Shi	34°39'	133°55'	Municipality
5237	岡崎市	おかざきし	Okazaki Shi	34°57'	137°10'	Municipality
5439	桶川市	おけがわし	Okegawa Shi	36°00'	139°34'	Municipality
6543	置戸町	おけとちょう	Oketo Cho	43°41'	143°35'	Municipality
5333	隠岐海峡	おきかいきょう	Oki Kaikyo	35°49'	133°06'	Sea Area
	隠岐海嶺	おきかいれい	Oki Kairei	36°50'	134°40'	Undersea feature
	隠岐海裂	おきかいれつ	Oki Kairetsu	37°45'	132°00'	Undersea feature
4930	大木町	おおきまち	Oki Machi	33°13'	130°26'	Municipality
5433	隠岐諸島	おきしょとう	Oki Shoto	36°12'	133°03'	Extensive natural feature
	隠岐舟状海盆	おきしゅうじょうかいぼん	Oki Shujokaibon	36°45'	134°57'	Undersea feature
3631	沖大東島	おきだいとうじま	Okidaito Jima	24°28'	131°11'	Island
	沖大東海膨	おきだいとうかいぼう	Oki-Daito Kaibo	24°05'	129°39'	Undersea feature
	沖大東海台	おきだいとうかいだい	Oki-Daito Kaidai	24°43'	131°11'	Undersea feature
	沖大東海嶺	おきだいとうかいれい	Oki-Daito Kairei	23°08'	133°58'	Undersea feature
	翁海山	おきなかいざん	Okina Kaizan	25°02'	133°21'	Undersea feature
3927	沖縄島	おきなわじま	Okinawa Jima	26°13'	127°42'	Island
3927	沖縄県	おきなわけん	Okinawa Ken	26°13'	127°41'	Municipality
3927	沖縄市	おきなわし	Okinawa Shi	26°20'	127°48'	Municipality
3927	沖縄諸島	おきなわしょとう	Okinawa Shoto	26°38'	127°28'	Extensive natural feature
	沖縄舟状海盆	おきなわしゅうじょうかいぼん	Okinawa Shujokaibon	26°00'	125°40'	Undersea feature
	沖縄・宮古深海平坦面	おきなわ・みやこしんかいへいたんめん	Okinawa-Miyako Shinkai-Heitanmen	25°05'	127°03'	Undersea feature
4128	沖永良部島	おきのえらぶじま	Okinoerabu Jima	27°23'	128°37'	Island
4028	沖永良部海底谷	おきのえらぶかいていこく	Okinoerabu Kaiteikoku	27°14'	128°59'	Undersea feature
5135	沖ノ島	おきのしま	Okinoshima	34°07'	135°05'	Island
5130	沖ノ島	おきのしま	Okinoshima	34°15'	130°06'	Island
4932	沖の島（沖ノ島）	おきのしま	Okinoshima	32°44'	132°33'	Island
5236	沖島	おきのしま	Okinoshima	35°12'	136°04'	Island
5433	隠岐の島町	おきのしまちょう	Okinoshima Cho	36°13'	133°19'	Municipality
3036	沖ノ鳥島	おきのとりしま	Okinotori Shima	20°25'	136°04'	Island
	沖先島海嶺	おきさきしまかいれい	Oki-Sakishima Kairei	22°17'	125°54'	Undersea feature
4933	興津崎	おきつざき	Okitsu Zaki	33°09'	133°13'	Cape
6643	興部町	おこっぺちょう	Okoppe Cho	44°28'	143°07'	Municipality
6643	興部川	おこっぺがわ	Okoppe Gawa	44°29'	143°08'	River
4028	奥	おく	Oku	26°50'	128°17'	Populated area
4931	大崩山	おおくえやま	Okue Yama	32°44'	131°31'	Mountain
5233	奥出雲町	おくいずもちょう	Okuizumo Cho	35°12'	133°00'	Municipality
5640	大熊町	おおくままち	Okuma Machi	37°23'	140°57'	Municipality
5840	大蔵村	おおくらむら	Okura Mura	38°42'	140°14'	Municipality
5233	大倉山	おおくらやま	Okura Yama	35°08'	133°21'	Mountain
5337	奥三界岳	おくさんがいだけ	Okusangai Dake	35°41'	137°30'	Mountain
6339	奥尻町	おくしりちょう	Okushiri Cho	42°10'	139°31'	Municipality
6339	奥尻海嶺	おくしりかいれい	Okushiri Kairei	42°32'	139°29'	Undersea feature
6339	奥尻島	おくしりとう	Okushiri To	42°09'	139°28'	Island
5339	奥多摩町	おくたままち	Okutama Machi	35°49'	139°06'	Municipality
5337	大桑村	おおくわむら	Okuwa Mura	35°41'	137°40'	Municipality
6240	大間町	おおままち	Oma Machi	41°31'	140°54'	Municipality
6240	大間崎	おおまざき	Oma Zaki	41°33'	140°55'	Cape
4930	大町町	おおまちちょう	Omachi Cho	33°13'	130°07'	Municipality
	大町海山	おおまちかいざん	Omachi Kaizan	29°13'	140°47'	Undersea feature
5437	大町市	おおまちし	Omachi Shi	36°30'	137°51'	Municipality
5138	御前崎	おまえざき	Omae Zaki	34°36'	138°14'	Cape
5138	御前崎市	おまえざきし	Omaezaki Shi	34°38'	138°08'	Municipality
4831	小丸川	おまるがわ	Omaru Gawa	32°08'	131°32'	River
5339	青梅市	おうめし	Ome Shi	35°47'	139°17'	Municipality
5438	麻績村	おみむら	Omi Mura	36°27'	138°03'	Municipality
5131	青海島	おうみしま	Omi Shima	34°25'	131°13'	Island
5236	近江八幡市	おうみはちまんし	Omihachiman Shi	35°08'	136°06'	Municipality
6141	大湊	おおみなと	Ominato	41°16'	141°09'	Populated area
5538	大峰山	おおみねやま	Omine Yama	36°44'	138°56'	Mountain
6847	大岬	おおみさき	Omisaki	45°26'	147°56'	Cape
6645	大岬	おおみさき	Omisaki	44°01'	145°53'	Cape
5440	小美玉市	おみたまし	Omitama Shi	36°14'	140°21'	Municipality
5439	思川	おもいがわ	Omoi Gawa	36°13'	139°42'	River
5940	雄物川	おものがわ	Omono Gawa	39°41'	140°04'	River
4831	大森岳	おおもりだけ	Omori Dake	32°05'	131°09'	Mountain
5841	大森山	おおもりやま	Omori Yama	38°52'	141°27'	Mountain
5740	面白山	おもしろやま	Omoshiro Yama	38°21'	140°31'	Mountain
3624	於茂登岳	おもとだけ	Omoto Dake	24°26'	124°11'	Mountain
5941	小本川	おもとがわ	Omoto Gawa	39°51'	141°59'	River
6642	雄武町	おうむちょう	Omu Cho	44°35'	142°58'	Municipality
4929	大村市	おおむらし	Omura Shi	32°54'	129°57'	Municipality
4929	大村湾	おおむらわん	Omura Wan	32°57'	129°52'	Sea Area
5339	大室山	おおむろやま	Omuro Yama	35°31'	139°04'	Mountain
5239	大室山	おおむろやま	Omuro Yama	34°54'	139°06'	Mountain
4930	大牟田市	おおむたし	Omuta Shi	33°02'	130°27'	Municipality
4429	御岳	おんたけ	On Take	29°52'	129°51'	Mountain
4730	御岳（北岳）	おんたけ（きただけ）	On Take (Kitadake)	31°36'	130°39'	Mountain
5741	女川町	おながわちょう	Onagawa Cho	38°27'	141°27'	Municipality
5540	小名浜	おなはま	Onahama	36°57'	140°54'	Populated area
5232	邑南町	おおなんちょう	Onan Cho	34°54'	132°26'	Municipality
6647	オンアネノボリ山	オンアネノボリやま	On-anenobori Yama	44°38'	147°09'	Mountain
